tweet_created,negative,neutral,positive
2015-02-16,,,
2015-02-17,,,
2015-02-18,525.6666666666666,211.0,182.0
2015-02-19,775.0,320.3333333333333,280.6666666666667
2015-02-20,774.0,349.0,283.6666666666667
2015-02-21,878.3333333333334,330.0,269.3333333333333
2015-02-22,1383.3333333333333,374.6666666666667,287.3333333333333
2015-02-23,1744.6666666666667,472.3333333333333,337.6666666666667
2015-02-24,1655.3333333333333,492.0,336.3333333333333
